date,user_id,session_id,traffic_source,page,bounce,exit_page,conversion
2025-05-23 14:36:50.842168433,4086,37413,Organic,/,0,1,0
2025-05-23 15:03:03.636727345,2215,15208,Paid,/product,0,0,0
2025-05-23 15:29:16.431286257,2654,43455,Organic,/,0,0,0
2025-05-23 15:55:29.225845169,1484,38018,Organic,/product,0,0,0
2025-05-23 16:21:42.020404081,3075,18080,Paid,/,0,0,0
2025-05-23 16:47:54.814962992,1713,31902,Organic,/product,0,0,0
2025-05-23 17:14:07.609521904,2062,19486,Referral,/product,0,0,1
2025-05-23 17:40:20.404080816,2976,48862,Organic,/product,0,0,0
2025-05-23 18:06:33.198639728,2296,31158,Paid,/blog,0,0,0
2025-05-23 18:32:45.993198639,2254,45871,Social,/checkout,0,0,0
2025-05-23 18:58:58.787757551,3133,45208,Social,/product,0,0,0
2025-05-23 19:25:11.582316463,4545,30519,Organic,/,1,0,0
2025-05-23 19:51:24.376875375,1125,41379,Referral,/product,1,0,0
2025-05-23 20:17:37.171434287,3859,38378,Paid,/signup,1,1,0
2025-05-23 20:43:49.965993198,1536,49892,Paid,/pricing,0,1,1
2025-05-23 21:10:02.760552110,3192,24031,Organic,/pricing,1,0,0
2025-05-23 21:36:15.555111022,4596,24536,Paid,/,0,1,0
2025-05-23 22:02:28.349669934,4283,10446,Social,/product,1,1,0
2025-05-23 22:28:41.144228846,3072,46683,Social,/product,0,0,0
2025-05-23 22:54:53.938787757,2603,27618,Social,/checkout,0,1,0
2025-05-23 23:21:06.733346669,4465,16587,Paid,/signup,0,0,0
2025-05-23 23:47:19.527905581,1066,41480,Organic,/,0,0,0
2025-05-24 00:13:32.322464493,1232,42994,Organic,/pricing,1,0,0
2025-05-24 00:39:45.117023404,3156,30527,Organic,/,1,0,0
2025-05-24 01:05:57.911582316,2169,33569,Social,/product,1,0,0
2025-05-24 01:32:10.706141228,3158,21151,Social,/signup,0,0,0
2025-05-24 01:58:23.500700140,3275,15558,Organic,/pricing,0,0,0
2025-05-24 02:24:36.295259052,1110,42954,Paid,/product,0,0,1
2025-05-24 02:50:49.089817963,2493,45303,Paid,/,1,0,0
2025-05-24 03:17:01.884376875,3081,44700,Paid,/signup,0,0,0
2025-05-24 03:43:14.678935787,1622,37500,Organic,/blog,1,0,0
2025-05-24 04:09:27.473494699,4847,12032,Organic,/pricing,0,0,0
2025-05-24 04:35:40.268053610,4440,11252,Organic,/,0,0,0
2025-05-24 05:01:53.062612522,3795,15509,Organic,/product,1,0,0
2025-05-24 05:28:05.857171434,3642,47842,Organic,/checkout,0,0,0
2025-05-24 05:54:18.651730346,4625,23900,Organic,/pricing,0,0,0
2025-05-24 06:20:31.446289258,3472,24523,Social,/product,0,0,0
2025-05-24 06:46:44.240848169,3660,11881,Organic,/pricing,1,0,0
2025-05-24 07:12:57.035407081,2541,43037,Referral,/signup,0,0,0
2025-05-24 07:39:09.829965993,3739,11630,Organic,/product,0,0,0
2025-05-24 08:05:22.624524905,2305,30789,Organic,/,0,0,0
2025-05-24 08:31:35.419083817,4391,32523,Organic,/pricing,0,1,0
2025-05-24 08:57:48.213642728,2761,27958,Organic,/blog,0,0,1
2025-05-24 09:24:01.008201640,4514,11695,Social,/blog,0,0,0
2025-05-24 09:50:13.802760552,2975,24821,Organic,/signup,1,0,0
2025-05-24 10:16:26.597319464,3362,13262,Referral,/product,1,0,0
2025-05-24 10:42:39.391878375,1876,11445,Referral,/,0,0,1
2025-05-24 11:08:52.186437287,2989,26436,Paid,/checkout,1,0,0
2025-05-24 11:35:04.980996199,4812,19949,Paid,/product,0,0,0
2025-05-24 12:01:17.775555111,4448,33963,Social,/blog,0,0,1
2025-05-24 12:27:30.570114023,2312,39932,Organic,/blog,0,0,0
2025-05-24 12:53:43.364672934,2460,16901,Social,/pricing,0,0,0
2025-05-24 13:19:56.159231846,3709,43487,Organic,/,0,1,0
2025-05-24 13:46:08.953790758,3324,18597,Organic,/signup,0,0,0
2025-05-24 14:12:21.748349670,2733,16855,Paid,/signup,1,0,0
2025-05-24 14:38:34.542908581,2605,28678,Paid,/pricing,0,0,1
2025-05-24 15:04:47.337467493,2526,18263,Referral,/pricing,0,1,0
2025-05-24 15:31:00.132026405,3671,35805,Organic,/,0,1,0
2025-05-24 15:57:12.926585317,3563,36143,Social,/,0,0,0
2025-05-24 16:23:25.721144229,4421,21874,Organic,/product,0,0,0
2025-05-24 16:49:38.515703140,3890,37529,Organic,/product,0,0,0
2025-05-24 17:15:51.310262052,4517,30866,Organic,/checkout,1,0,0
2025-05-24 17:42:04.104820964,4901,24079,Paid,/signup,1,0,0
2025-05-24 18:08:16.899379876,3397,17243,Organic,/blog,0,0,0
2025-05-24 18:34:29.693938788,2630,39872,Paid,/pricing,0,0,0
2025-05-24 19:00:42.488497699,4735,19018,Social,/,1,0,0
2025-05-24 19:26:55.283056611,3870,22100,Paid,/thank-you,0,0,0
2025-05-24 19:53:08.077615523,2160,29800,Paid,/product,0,0,0
2025-05-24 20:19:20.872174435,1758,36910,Social,/,0,0,0
2025-05-24 20:45:33.666733346,3946,39437,Social,/pricing,0,0,0
2025-05-24 21:11:46.461292258,1242,47588,Paid,/signup,1,0,0
2025-05-24 21:37:59.255851170,3590,21001,Organic,/signup,0,0,0
2025-05-24 22:04:12.050410082,2063,29942,Referral,/,0,0,0
2025-05-24 22:30:24.844968994,1228,30862,Paid,/signup,0,0,0
2025-05-24 22:56:37.639527905,3595,21669,Organic,/product,0,0,0
2025-05-24 23:22:50.434086817,1919,25916,Organic,/,1,1,0
2025-05-24 23:49:03.228645729,2246,20878,Social,/signup,0,1,0
2025-05-25 00:15:16.023204641,1005,12985,Organic,/signup,0,0,0
2025-05-25 00:41:28.817763552,4393,42369,Referral,/pricing,1,1,0
2025-05-25 01:07:41.612322464,1467,18112,Organic,/pricing,0,0,0
2025-05-25 01:33:54.406881376,2755,28931,Social,/signup,0,1,0
2025-05-25 02:00:07.201440288,1074,37340,Organic,/signup,0,0,0
2025-05-25 02:26:19.995999200,1003,10336,Paid,/signup,0,0,1
2025-05-25 02:52:32.790558111,2870,29363,Referral,/pricing,0,0,0
2025-05-25 03:18:45.585117023,1645,13968,Paid,/checkout,0,0,0
2025-05-25 03:44:58.379675935,1117,43678,Paid,/thank-you,0,0,0
2025-05-25 04:11:11.174234847,3928,26279,Organic,/,1,0,0
2025-05-25 04:37:23.968793759,2629,13129,Organic,/signup,0,0,0
2025-05-25 05:03:36.763352670,3551,48215,Organic,/pricing,0,0,0
2025-05-25 05:29:49.557911582,3021,48897,Social,/product,0,1,0
2025-05-25 05:56:02.352470494,1946,15850,Organic,/blog,1,1,0
2025-05-25 06:22:15.147029406,3621,30588,Organic,/,0,0,0
2025-05-25 06:48:27.941588317,2464,21949,Paid,/pricing,1,0,0
2025-05-25 07:14:40.736147229,1193,18519,Social,/signup,0,1,0
2025-05-25 07:40:53.530706141,1846,36375,Social,/,1,1,0
2025-05-25 08:07:06.325265053,3762,43082,Organic,/product,0,0,0
2025-05-25 08:33:19.119823965,2415,21737,Organic,/checkout,0,0,0
2025-05-25 08:59:31.914382876,4097,11134,Referral,/product,0,0,1
2025-05-25 09:25:44.708941788,2458,20938,Organic,/product,1,0,0
2025-05-25 09:51:57.503500700,3220,34486,Referral,/product,0,0,0
2025-05-25 10:18:10.298059612,4371,36096,Referral,/pricing,0,0,0
2025-05-25 10:44:23.092618523,2668,15592,Social,/blog,0,0,1
2025-05-25 11:10:35.887177435,3373,28108,Organic,/signup,1,0,0
2025-05-25 11:36:48.681736347,2433,27270,Social,/pricing,1,0,0
2025-05-25 12:03:01.476295259,2141,37649,Social,/signup,0,0,0
2025-05-25 12:29:14.270854171,3883,20997,Paid,/pricing,0,1,0
2025-05-25 12:55:27.065413082,2810,43489,Organic,/product,0,1,0
2025-05-25 13:21:39.859971994,1723,19104,Organic,/blog,1,0,0
2025-05-25 13:47:52.654530906,1224,10870,Organic,/blog,1,1,0
2025-05-25 14:14:05.449089818,1531,38684,Paid,/pricing,0,0,1
2025-05-25 14:40:18.243648730,1112,49519,Paid,/,0,0,0
2025-05-25 15:06:31.038207641,3187,44524,Organic,/,1,0,0
2025-05-25 15:32:43.832766553,1558,40957,Paid,/product,1,0,0
2025-05-25 15:58:56.627325465,3048,43885,Organic,/product,0,0,0
2025-05-25 16:25:09.421884377,3137,45596,Social,/blog,0,0,0
2025-05-25 16:51:22.216443288,1653,39866,Referral,/,0,0,0
2025-05-25 17:17:35.011002200,1319,40676,Organic,/signup,0,0,0
2025-05-25 17:43:47.805561112,2573,23878,Organic,/product,0,0,0
2025-05-25 18:10:00.600120024,2828,49760,Organic,/product,0,1,1
2025-05-25 18:36:13.394678936,2917,37559,Social,/pricing,0,0,0
2025-05-25 19:02:26.189237847,1138,16771,Social,/,0,0,0
2025-05-25 19:28:38.983796759,4582,26526,Referral,/signup,0,0,0
2025-05-25 19:54:51.778355671,4939,39896,Organic,/,0,1,0
2025-05-25 20:21:04.572914583,3892,41923,Referral,/product,1,0,0
2025-05-25 20:47:17.367473494,3026,46203,Organic,/signup,0,0,0
2025-05-25 21:13:30.162032406,3306,49390,Social,/blog,0,0,0
2025-05-25 21:39:42.956591318,4744,22852,Organic,/product,0,0,0
2025-05-25 22:05:55.751150230,1901,11848,Referral,/product,1,0,0
2025-05-25 22:32:08.545709142,1689,41027,Paid,/blog,1,0,0
2025-05-25 22:58:21.340268053,3039,45464,Social,/thank-you,0,0,0
2025-05-25 23:24:34.134826965,1009,44485,Social,/signup,1,0,0
2025-05-25 23:50:46.929385877,1260,29456,Organic,/product,0,0,0
2025-05-26 00:16:59.723944789,2942,19259,Organic,/thank-you,1,0,0
2025-05-26 00:43:12.518503701,2673,45554,Referral,/,0,0,0
2025-05-26 01:09:25.313062612,3219,23409,Organic,/,0,1,0
2025-05-26 01:35:38.107621524,3945,13791,Organic,/signup,0,0,0
2025-05-26 02:01:50.902180436,3060,35864,Paid,/,0,0,0
2025-05-26 02:28:03.696739348,2191,46639,Paid,/,0,0,0
2025-05-26 02:54:16.491298259,4713,44574,Organic,/,1,0,0
2025-05-26 03:20:29.285857171,2619,27888,Organic,/product,1,1,0
2025-05-26 03:46:42.080416083,1320,29692,Organic,/blog,0,0,0
2025-05-26 04:12:54.874974995,2342,33501,Paid,/blog,0,0,0
2025-05-26 04:39:07.669533907,2636,23304,Referral,/,0,0,1
2025-05-26 05:05:20.464092818,3376,37527,Referral,/pricing,0,0,0
2025-05-26 05:31:33.258651730,3832,28074,Social,/checkout,0,1,0
2025-05-26 05:57:46.053210642,3824,25549,Organic,/signup,0,0,0
2025-05-26 06:23:58.847769554,2994,39963,Referral,/product,1,0,1
2025-05-26 06:50:11.642328465,3958,35920,Paid,/thank-you,0,0,0
2025-05-26 07:16:24.436887377,2943,40826,Organic,/blog,0,1,0
2025-05-26 07:42:37.231446289,4621,46071,Referral,/,0,1,1
2025-05-26 08:08:50.026005201,3038,26061,Social,/,0,0,0
2025-05-26 08:35:02.820564113,4490,38810,Social,/,0,0,0
2025-05-26 09:01:15.615123024,4677,32800,Social,/blog,1,0,1
2025-05-26 09:27:28.409681936,2118,19940,Organic,/,0,0,0
2025-05-26 09:53:41.204240848,4888,13924,Organic,/pricing,0,1,0
2025-05-26 10:19:53.998799760,2604,38054,Social,/,1,1,0
2025-05-26 10:46:06.793358672,3365,19783,Organic,/checkout,0,0,0
2025-05-26 11:12:19.587917583,1235,47253,Paid,/product,1,0,0
2025-05-26 11:38:32.382476495,2969,23233,Social,/checkout,0,0,0
2025-05-26 12:04:45.177035407,1333,34484,Social,/checkout,0,0,0
2025-05-26 12:30:57.971594319,2908,35068,Paid,/,1,0,0
2025-05-26 12:57:10.766153230,1375,10191,Social,/pricing,1,0,0
2025-05-26 13:23:23.560712142,4530,35074,Social,/,0,1,0
2025-05-26 13:49:36.355271054,2160,14917,Social,/checkout,0,0,0
2025-05-26 14:15:49.149829966,3635,48599,Organic,/pricing,1,0,0
2025-05-26 14:42:01.944388878,2570,35832,Organic,/,0,0,0
2025-05-26 15:08:14.738947789,3560,30706,Organic,/,0,0,0
2025-05-26 15:34:27.533506701,2319,23682,Organic,/product,1,0,0
2025-05-26 16:00:40.328065613,4391,36762,Organic,/checkout,0,0,0
2025-05-26 16:26:53.122624525,3965,33383,Organic,/blog,1,1,0
2025-05-26 16:53:05.917183436,4643,37796,Paid,/signup,1,1,0
2025-05-26 17:19:18.711742348,2855,33666,Referral,/product,0,0,0
2025-05-26 17:45:31.506301260,2372,35662,Organic,/,1,0,0
2025-05-26 18:11:44.300860172,4911,44642,Social,/thank-you,0,0,0
2025-05-26 18:37:57.095419084,4850,47531,Social,/,0,0,0
2025-05-26 19:04:09.889977995,1872,20234,Organic,/checkout,0,0,0
2025-05-26 19:30:22.684536907,2252,19221,Referral,/product,1,0,0
2025-05-26 19:56:35.479095819,3317,21410,Paid,/,1,0,0
2025-05-26 20:22:48.273654731,2851,24519,Organic,/blog,0,0,0
2025-05-26 20:49:01.068213643,3845,11051,Social,/thank-you,0,0,0
2025-05-26 21:15:13.862772554,2314,19765,Organic,/checkout,1,1,1
2025-05-26 21:41:26.657331466,1724,21382,Social,/,0,0,0
2025-05-26 22:07:39.451890378,4236,22580,Organic,/,0,1,0
2025-05-26 22:33:52.246449290,3052,42323,Social,/pricing,0,1,0
2025-05-26 23:00:05.041008201,3898,21939,Paid,/blog,1,0,0
2025-05-26 23:26:17.835567113,4450,39964,Social,/blog,1,0,0
2025-05-26 23:52:30.630126025,1077,10307,Organic,/,1,0,1
2025-05-27 00:18:43.424684937,4481,13359,Social,/checkout,0,0,0
2025-05-27 00:44:56.219243849,3621,39648,Social,/blog,1,0,0
2025-05-27 01:11:09.013802760,1131,45944,Paid,/signup,0,0,0
2025-05-27 01:37:21.808361672,1600,44019,Social,/pricing,1,0,0
2025-05-27 02:03:34.602920584,2772,48134,Paid,/product,0,0,1
2025-05-27 02:29:47.397479496,2065,37323,Referral,/thank-you,0,0,0
2025-05-27 02:56:00.192038408,3136,16226,Paid,/pricing,0,0,0
2025-05-27 03:22:12.986597319,3449,31689,Social,/signup,0,0,0
2025-05-27 03:48:25.781156231,3343,40971,Social,/checkout,1,0,0
2025-05-27 04:14:38.575715143,2863,35954,Paid,/blog,1,0,0
2025-05-27 04:40:51.370274055,2318,34423,Organic,/pricing,0,0,1
2025-05-27 05:07:04.164832967,1615,40391,Paid,/,1,0,0
2025-05-27 05:33:16.959391878,4597,24330,Social,/,0,0,0
2025-05-27 05:59:29.753950790,3847,14891,Organic,/,1,0,0
2025-05-27 06:25:42.548509702,4762,14992,Paid,/,1,0,0
2025-05-27 06:51:55.343068614,4708,11961,Social,/product,1,0,1
2025-05-27 07:18:08.137627525,3469,22497,Organic,/product,0,0,1
2025-05-27 07:44:20.932186437,2888,42551,Social,/product,0,0,0
2025-05-27 08:10:33.726745349,2046,20848,Organic,/product,1,0,0
2025-05-27 08:36:46.521304261,1574,23255,Organic,/,0,0,0
2025-05-27 09:02:59.315863173,3190,14567,Social,/,1,0,0
2025-05-27 09:29:12.110422084,1992,49281,Organic,/blog,1,0,0
2025-05-27 09:55:24.904980996,3712,30389,Organic,/pricing,0,0,0
2025-05-27 10:21:37.699539908,3192,26567,Referral,/product,1,0,0
2025-05-27 10:47:50.494098820,2248,13358,Organic,/blog,1,0,0
2025-05-27 11:14:03.288657731,4054,32999,Referral,/signup,0,1,1
2025-05-27 11:40:16.083216643,1502,20988,Referral,/product,0,1,0
2025-05-27 12:06:28.877775555,2997,41521,Organic,/blog,1,0,0
2025-05-27 12:32:41.672334467,1820,15698,Organic,/checkout,0,0,0
2025-05-27 12:58:54.466893379,4687,11273,Social,/signup,0,1,0
2025-05-27 13:25:07.261452290,3151,37543,Paid,/product,1,0,0
2025-05-27 13:51:20.056011202,4110,41349,Organic,/blog,0,0,0
2025-05-27 14:17:32.850570114,2970,21241,Social,/,1,0,0
2025-05-27 14:43:45.645129026,1197,19497,Organic,/pricing,0,0,0
2025-05-27 15:09:58.439687938,2669,42703,Referral,/thank-you,0,0,0
2025-05-27 15:36:11.234246849,3626,41954,Organic,/pricing,1,1,0
2025-05-27 16:02:24.028805761,3438,18002,Organic,/checkout,0,0,0
2025-05-27 16:28:36.823364673,2202,14247,Organic,/product,1,0,0
2025-05-27 16:54:49.617923585,3601,31698,Referral,/thank-you,1,0,0
2025-05-27 17:21:02.412482496,2471,29738,Social,/pricing,1,0,0
2025-05-27 17:47:15.207041408,4571,20703,Social,/,0,0,0
2025-05-27 18:13:28.001600320,4086,27570,Organic,/pricing,0,0,0
2025-05-27 18:39:40.796159232,2646,22392,Organic,/product,1,1,0
2025-05-27 19:05:53.590718144,2692,42299,Organic,/,0,0,0
2025-05-27 19:32:06.385277055,2312,25641,Paid,/signup,0,0,0
2025-05-27 19:58:19.179835967,3035,23998,Paid,/product,0,0,0
2025-05-27 20:24:31.974394879,1477,16305,Social,/signup,0,0,0
2025-05-27 20:50:44.768953791,2254,42726,Organic,/product,1,0,0
2025-05-27 21:16:57.563512702,1922,28782,Referral,/,1,0,0
2025-05-27 21:43:10.358071614,1419,22721,Organic,/thank-you,1,0,0
2025-05-27 22:09:23.152630526,3204,49763,Referral,/product,0,0,0
2025-05-27 22:35:35.947189438,3597,22427,Organic,/blog,1,0,0
2025-05-27 23:01:48.741748350,4512,30566,Paid,/blog,0,0,0
2025-05-27 23:28:01.536307261,2120,12230,Organic,/pricing,0,0,0
2025-05-27 23:54:14.330866173,4068,16511,Paid,/checkout,0,1,0
2025-05-28 00:20:27.125425085,4044,36177,Paid,/blog,1,0,0
2025-05-28 00:46:39.919983997,4482,14765,Paid,/product,1,0,0
2025-05-28 01:12:52.714542909,1950,30354,Paid,/signup,1,0,0
2025-05-28 01:39:05.509101820,3336,33929,Social,/,1,0,1
2025-05-28 02:05:18.303660732,2277,38820,Social,/pricing,1,0,0
2025-05-28 02:31:31.098219644,3243,39523,Social,/checkout,0,0,0
2025-05-28 02:57:43.892778556,3645,15552,Organic,/blog,1,0,0
2025-05-28 03:23:56.687337467,2857,10627,Social,/signup,0,0,0
2025-05-28 03:50:09.481896379,4593,21989,Paid,/blog,0,0,0
2025-05-28 04:16:22.276455291,1516,23780,Organic,/signup,0,0,0
2025-05-28 04:42:35.071014203,2658,16589,Paid,/checkout,0,0,1
2025-05-28 05:08:47.865573115,2865,44812,Organic,/product,0,0,0
2025-05-28 05:35:00.660132026,3912,38128,Organic,/,0,0,0
2025-05-28 06:01:13.454690938,2141,48652,Organic,/pricing,0,1,0
2025-05-28 06:27:26.249249850,3853,37790,Organic,/blog,1,0,0
2025-05-28 06:53:39.043808762,2932,10249,Social,/,1,0,0
2025-05-28 07:19:51.838367673,4230,29309,Social,/,0,0,0
2025-05-28 07:46:04.632926585,1814,35901,Referral,/product,0,0,0
2025-05-28 08:12:17.427485497,3275,33576,Social,/checkout,0,0,0
2025-05-28 08:38:30.222044409,2900,41508,Organic,/blog,0,1,0
2025-05-28 09:04:43.016603321,3263,19175,Referral,/product,0,0,0
2025-05-28 09:30:55.811162232,3995,35464,Referral,/,1,0,0
2025-05-28 09:57:08.605721144,4767,26260,Paid,/product,0,0,0
2025-05-28 10:23:21.400280056,3062,45440,Paid,/,0,0,0
2025-05-28 10:49:34.194838968,4228,39546,Referral,/,0,1,0
2025-05-28 11:15:46.989397879,4719,11987,Paid,/checkout,0,0,0
2025-05-28 11:41:59.783956791,4332,35105,Referral,/thank-you,0,0,0
2025-05-28 12:08:12.578515703,4228,22948,Organic,/,0,0,0
2025-05-28 12:34:25.373074615,3094,23026,Organic,/,1,0,0
2025-05-28 13:00:38.167633527,3371,12773,Paid,/product,0,0,0
2025-05-28 13:26:50.962192438,3891,19878,Paid,/pricing,0,0,0
2025-05-28 13:53:03.756751350,4756,20377,Social,/,0,0,0
2025-05-28 14:19:16.551310262,1129,17347,Referral,/product,0,0,0
2025-05-28 14:45:29.345869174,4482,43776,Organic,/,0,0,0
2025-05-28 15:11:42.140428086,1094,13783,Organic,/signup,0,0,0
2025-05-28 15:37:54.934986997,3674,14298,Social,/blog,0,0,0
2025-05-28 16:04:07.729545909,3802,14668,Social,/blog,0,0,0
2025-05-28 16:30:20.524104821,2955,30671,Organic,/product,0,1,0
2025-05-28 16:56:33.318663733,4363,44820,Paid,/checkout,0,0,0
2025-05-28 17:22:46.113222644,1793,44484,Social,/checkout,0,0,0
2025-05-28 17:48:58.907781556,2834,43078,Social,/,0,0,0
2025-05-28 18:15:11.702340468,4354,30922,Paid,/,0,0,0
2025-05-28 18:41:24.496899380,3116,44028,Organic,/pricing,0,0,0
2025-05-28 19:07:37.291458292,2683,30316,Referral,/,0,1,0
2025-05-28 19:33:50.086017203,1010,21460,Social,/product,0,1,1
2025-05-28 20:00:02.880576115,4325,26968,Paid,/pricing,0,1,0
2025-05-28 20:26:15.675135027,2865,40266,Organic,/pricing,0,0,0
2025-05-28 20:52:28.469693939,3919,40209,Social,/product,0,0,0
2025-05-28 21:18:41.264252850,3597,34000,Organic,/pricing,1,0,1
2025-05-28 21:44:54.058811762,4205,24011,Organic,/checkout,1,0,0
2025-05-28 22:11:06.853370674,1711,12866,Paid,/,1,0,0
2025-05-28 22:37:19.647929586,3070,15898,Organic,/blog,1,0,0
2025-05-28 23:03:32.442488498,1814,28395,Social,/,1,0,0
2025-05-28 23:29:45.237047409,1345,49019,Organic,/,1,0,0
2025-05-28 23:55:58.031606321,3349,47707,Social,/pricing,0,0,0
2025-05-29 00:22:10.826165233,1362,14006,Organic,/,0,0,0
2025-05-29 00:48:23.620724145,3443,44393,Organic,/,0,0,0
2025-05-29 01:14:36.415283057,3265,20956,Organic,/,0,0,0
2025-05-29 01:40:49.209841968,3188,40663,Referral,/pricing,1,0,0
2025-05-29 02:07:02.004400880,4687,16078,Referral,/blog,0,0,0
2025-05-29 02:33:14.798959792,4005,39631,Organic,/,1,1,0
2025-05-29 02:59:27.593518704,4281,40140,Social,/blog,0,1,0
2025-05-29 03:25:40.388077615,1984,13961,Social,/,0,0,0
2025-05-29 03:51:53.182636527,4040,39277,Referral,/blog,0,0,0
2025-05-29 04:18:05.977195439,4694,41417,Organic,/product,0,0,1
2025-05-29 04:44:18.771754351,2639,32484,Social,/blog,0,1,0
2025-05-29 05:10:31.566313263,1827,28103,Organic,/thank-you,1,0,0
2025-05-29 05:36:44.360872174,3730,39345,Organic,/checkout,1,0,0
2025-05-29 06:02:57.155431086,4531,49454,Referral,/,1,1,0
2025-05-29 06:29:09.949989998,4051,11587,Paid,/signup,0,0,0
2025-05-29 06:55:22.744548910,1355,31031,Organic,/,1,1,0
2025-05-29 07:21:35.539107821,4055,36212,Organic,/checkout,0,0,0
2025-05-29 07:47:48.333666733,2347,20350,Social,/product,0,0,0
2025-05-29 08:14:01.128225645,4204,28816,Social,/product,1,0,0
2025-05-29 08:40:13.922784557,3935,30288,Organic,/,0,1,0
2025-05-29 09:06:26.717343469,4876,39432,Referral,/,0,1,0
2025-05-29 09:32:39.511902380,2863,16837,Organic,/blog,0,0,0
2025-05-29 09:58:52.306461292,1126,44217,Organic,/checkout,1,0,1
2025-05-29 10:25:05.101020204,4177,30884,Referral,/blog,0,0,0
2025-05-29 10:51:17.895579116,4056,15454,Organic,/blog,0,1,0
2025-05-29 11:17:30.690138028,1603,19424,Organic,/signup,0,0,1
2025-05-29 11:43:43.484696939,4870,46885,Paid,/product,1,0,0
2025-05-29 12:09:56.279255851,4449,28412,Social,/,1,0,0
2025-05-29 12:36:09.073814763,2928,49613,Organic,/,0,0,0
2025-05-29 13:02:21.868373675,2013,30142,Referral,/product,0,0,0
2025-05-29 13:28:34.662932586,1050,47392,Social,/,0,0,0
2025-05-29 13:54:47.457491498,4100,18848,Organic,/,0,1,0
2025-05-29 14:21:00.252050410,4533,23136,Social,/,1,0,0
2025-05-29 14:47:13.046609322,4367,10589,Organic,/,0,0,0
2025-05-29 15:13:25.841168234,4368,30908,Paid,/checkout,0,0,0
2025-05-29 15:39:38.635727145,4797,16509,Social,/,1,0,0
2025-05-29 16:05:51.430286057,3826,19968,Referral,/pricing,0,1,0
2025-05-29 16:32:04.224844969,2430,12462,Organic,/pricing,1,0,0
2025-05-29 16:58:17.019403881,2792,19460,Paid,/pricing,1,1,0
2025-05-29 17:24:29.813962792,3861,43783,Paid,/,1,0,0
2025-05-29 17:50:42.608521704,2636,19275,Organic,/product,0,0,0
2025-05-29 18:16:55.403080616,4476,38677,Organic,/,0,1,0
2025-05-29 18:43:08.197639528,4417,23269,Organic,/product,1,0,0
2025-05-29 19:09:20.992198440,2645,10406,Social,/,0,1,1
2025-05-29 19:35:33.786757351,3467,17384,Paid,/pricing,0,0,0
2025-05-29 20:01:46.581316263,2205,32553,Organic,/blog,0,0,0
2025-05-29 20:27:59.375875175,4030,34366,Social,/pricing,0,0,0
2025-05-29 20:54:12.170434087,3872,27369,Social,/product,1,0,0
2025-05-29 21:20:24.964992999,4072,21795,Paid,/product,0,0,1
2025-05-29 21:46:37.759551910,2854,14485,Organic,/signup,0,0,1
2025-05-29 22:12:50.554110822,1566,12618,Social,/,1,1,0
2025-05-29 22:39:03.348669734,3418,40143,Organic,/blog,1,0,0
2025-05-29 23:05:16.143228646,1935,39425,Organic,/signup,0,0,0
2025-05-29 23:31:28.937787557,2934,32673,Social,/product,0,0,0
2025-05-29 23:57:41.732346469,3708,19603,Organic,/product,0,0,0
2025-05-30 00:23:54.526905381,4502,49696,Organic,/pricing,0,0,0
2025-05-30 00:50:07.321464293,4016,15368,Organic,/,1,0,0
2025-05-30 01:16:20.116023205,2332,14621,Organic,/,0,0,0
2025-05-30 01:42:32.910582116,4208,24719,Organic,/,0,0,1
2025-05-30 02:08:45.705141028,1201,39227,Referral,/,0,0,0
2025-05-30 02:34:58.499699940,4507,17566,Organic,/pricing,0,0,0
2025-05-30 03:01:11.294258852,3360,22306,Organic,/signup,0,0,0
2025-05-30 03:27:24.088817763,1116,34042,Organic,/,0,1,0
2025-05-30 03:53:36.883376675,4737,25086,Referral,/checkout,1,0,0
2025-05-30 04:19:49.677935587,1936,27387,Paid,/checkout,0,0,0
2025-05-30 04:46:02.472494499,4874,37042,Organic,/checkout,1,0,0
2025-05-30 05:12:15.267053411,1574,33888,Referral,/signup,0,0,0
2025-05-30 05:38:28.061612322,3291,36514,Organic,/product,0,0,0
2025-05-30 06:04:40.856171234,1536,28323,Organic,/,0,0,1
2025-05-30 06:30:53.650730146,2625,28019,Organic,/pricing,0,0,0
2025-05-30 06:57:06.445289058,3122,19890,Organic,/pricing,0,0,0
2025-05-30 07:23:19.239847970,4877,20283,Organic,/signup,0,0,0
2025-05-30 07:49:32.034406881,1385,28279,Social,/thank-you,1,0,0
2025-05-30 08:15:44.828965793,4974,32908,Organic,/pricing,1,0,0
2025-05-30 08:41:57.623524705,4281,47952,Paid,/product,0,0,0
2025-05-30 09:08:10.418083617,1474,45170,Organic,/,0,0,0
2025-05-30 09:34:23.212642528,1417,47663,Organic,/,1,0,0
2025-05-30 10:00:36.007201440,3394,19343,Paid,/pricing,0,0,0
2025-05-30 10:26:48.801760352,4600,20637,Referral,/pricing,1,1,0
2025-05-30 10:53:01.596319264,3687,44724,Organic,/signup,1,0,0
2025-05-30 11:19:14.390878176,1938,49791,Social,/pricing,0,0,0
2025-05-30 11:45:27.185437087,1954,39134,Organic,/checkout,0,0,0
2025-05-30 12:11:39.979995999,1875,13907,Organic,/blog,0,0,0
2025-05-30 12:37:52.774554911,1762,43575,Organic,/signup,1,1,0
2025-05-30 13:04:05.569113823,2202,14827,Organic,/,0,0,0
2025-05-30 13:30:18.363672734,2205,40607,Organic,/signup,1,0,1
2025-05-30 13:56:31.158231646,1663,23699,Organic,/blog,0,0,0
